Nomor Identitias,Nama Stasiun,Merek Mesin,Jenis Konektor,Status Konektor,Status Instalasi,Port,Harga (Rp)
01.POSO.00.3514.012,SPKLU REST AREA KM 792 A TOL GEMPOL - PASURUAN,Delta AC Max,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3514.001,SPKLU REST AREA KM 66 A Ruas Tol Pandaan-Malang,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3210.007,SPKLU REST AREA KM 166 A Tol Cikampek-Palimanan,ABB,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3525.007,SPKLU REST AREA KM 726 B Ruas Tol Surabaya - Mojokerto,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3525.004,SPKLU Rest Area KM 725 A Tol Mojokerto-Surabaya,ABB Terra 50,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3204.011,SPKLU REST AREA KM 149 B RUAS PADALARANG - CILEUNYI,ABB,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3514.010,SPKLU REST AREA KM 792 A TOL GEMPOL - PASURUAN,ABB Terra 50,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3514.003,SPKLU REST AREA KM 66 A Ruas Tol Pandaan-Malang,EV Power 60,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3514.005,SPKLU REST AREA KM 66 B Ruas Tol Pandaan-Malang,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3514.003,SPKLU REST AREA KM 66 A Ruas Tol Pandaan-Malang,EV Power 60,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3514.009,SPKLU REST AREA KM 792 A TOL GEMPOL - PASURUAN,ABB Terra 50,CHAdeMO,available,Beroperasi,1,2466.78
01.PPOO.00.3404.002,ISTANA GEDUNG AGUNG YOGYAKARTA (KHUSUS ISTANA NEGARA),Signet,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.5307.001,SPKLU PLN ULP MAUMERE,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
06.ROSO.00.3374.036,Grand Edge Hotel,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.3514.013,SPKLU REST AREA KM 792 B TOL GEMPOL - PASURUAN,ABB Terra 50,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3514.006,SPKLU REST AREA KM 66 B Ruas Tol Pandaan-Malang,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1371.010,SPKLU PLN Universitas Negeri Padang,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3507.002,SPKLU REST AREA KM 84 A Surabaya - Malang,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6305.001,SPKLU PLN ULP BINUANG,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3276.010,SPKLU PLN UP3 DEPOK,DELTA,CCS2,charging,Beroperasi,2,2466.78
01.POSO.00.3514.007,SPKLU REST AREA KM 66 B Ruas Tol Pandaan-Malang,EV Power 60,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3521.003,SPKLU Rest Area KM 575 A Tol Solo-Ngawi,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3521.002,SPKLU Rest Area KM 575 B Tol Solo-Ngawi,Autel MaxiCharger DC Compact,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3514.002,SPKLU REST AREA KM 66 A Ruas Tol Pandaan-Malang,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3174.079,SPKLU MENARA 2 BANK BTN,AUTEL,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3525.006,SPKLU Rest Area KM 725 A Tol Mojokerto-Surabaya,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3514.008,SPKLU REST AREA KM 66 B Ruas Tol Pandaan-Malang,Proteksindo DC EVDX-60,CCS2,available,Beroperasi,3,2466.78
01.POSO.00.3213.005,SPKLU REST AREA KM 102 A Tol Cikampek-Palimanan,ABB,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3525.003,SPKLU Rest Area KM 725 A Tol Mojokerto-Surabaya,ABB Terra 50,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3674.005,SPKLU Rest Area KM 7 Serpong,AUTEL,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3210.005,SPKLU REST AREA KM 164 B Tol Cikampek-Palimanan,PROTEKSINDO,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3215.014,SPKLU REST AREA KM 62 B RUAS JAKARTA - CIKAMPEK,ABB,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3401.001,SPKLU PLN ULP WATES,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1903.001,SPKLU PLN ULP TOBOALI,Sino,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6103.003,SPKLU PLN UP3 SANGGAU,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1904.003,SPKLU PLN UIW Bangka Belitung,Delta,AC (Tipe 2),available,Beroperasi,3,2466.78
01.POSO.00.1902.003,SPKLU UP3 BELITUNG,Delta,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1902.005,SPKLU Drive Thru Komasda,Sino,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3513.002,SPKLU REST AREA  KM 819A RUAS TOL PASURUAN - PROBOLINGGO,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.6471.004,SPKLU PLN Nusa Daya,Proteksindo,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3204.007,SPKLU PLN ULP MAJALAYA KOTA,DELTA,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.1212.001,SPKLU PLN ULP BALIGE,Proteksindo DC EVDX-60,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3201.016,SPKLU PLN ULP JONGGOL,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3513.001,SPKLU REST AREA  KM 819A RUAS TOL PASURUAN - PROBOLINGGO,ABB Terra 50,CHAdeMO,available,Beroperasi,1,2466.78
06.ROSO.00.3374.037,Taman Kuliner Ventura,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.3514.014,SPKLU REST AREA KM 792 B TOL GEMPOL - PASURUAN,ABB Terra 50,CCS2,,Beroperasi,2,2466.78
01.POSO.00.1271.026,SPKLU PLN UID SUMATERA UTARA,Teison 22 KW,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3215.010,SPKLU REST AREA KM 57 A RUAS JAKARTA - CIKAMPEK,ABB,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3513.004,SPKLU REST AREA  KM 819 B RUAS TOL PASURUAN - PROBOLINGGO,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3513.001,SPKLU REST AREA  KM 819A RUAS TOL PASURUAN - PROBOLINGGO,ABB Terra 50,CCS2,,Beroperasi,2,2466.78
01.POSO.00.3209.013,SPKLU REST AREA KM 228 A RUAS KANCI - PEJAGAN,ABB,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.3513.003,SPKLU REST AREA  KM 819 B RUAS TOL PASURUAN - PROBOLINGGO,ABB Terra 50,CCS2,,Beroperasi,2,2466.78
01.POSO.00.3603.009,SPKLU CENTRE POINT PIK 2,Signet,CCS2,charging,Beroperasi,1,2466.78
01.POSO.00.6305.002,SPKLU PLN ULP RANTAU,Delta,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3513.005,SPKLU REST AREA  KM 833 A RUAS TOL PASURUAN - PROBOLINGGO,ABB Terra 50,CCS2,,Beroperasi,2,2466.78
01.POSO.00.3513.007,SPKLU REST AREA  KM 833 B RUAS TOL PASURUAN - PROBOLINGGO,ABB Terra 50,CCS2,,Beroperasi,2,2466.78
01.POSO.00.3214.006,SPKLU REST AREA KM 72 A RUAS CIKAMPEK - PADALARANG,DELTA,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3513.007,SPKLU REST AREA  KM 833 B RUAS TOL PASURUAN - PROBOLINGGO,ABB Terra 50,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.1904.003,SPKLU PLN UIW Bangka Belitung,Delta,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.6409.008,SPKLU PLN UP3 NUSANTARA 2,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3214.005,SPKLU REST AREA KM 72 A RUAS CIKAMPEK - PADALARANG,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3512.005,SPKLU REST AREA UTAMA RAYA SITUBONDO,ABB Terra 50,CCS2,,Beroperasi,2,2466.78
01.POSO.00.3215.007,SPKLU REST AREA KM 42 B RUAS JAKARTA - CIKAMPEK,PHIHONG,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3513.005,SPKLU REST AREA  KM 833 A RUAS TOL PASURUAN - PROBOLINGGO,ABB Terra 50,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3215.008,SPKLU REST AREA KM 42 B RUAS JAKARTA - CIKAMPEK,PROTEKSINDO,CCS2,charging,Beroperasi,3,2466.78
01.POSO.00.1902.003,SPKLU UP3 BELITUNG,Delta,AC (Tipe 2),available,Beroperasi,3,2466.78
01.POSO.00.7371.010,SPKLU PLN ULP Mattoanging,DELTA,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3214.004,SPKLU REST AREA KM 72 A RUAS CIKAMPEK - PADALARANG,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3374.015,SPKLU PLN UP3 Semarang,Fastroom AC,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3513.006,SPKLU REST AREA  KM 833 A RUAS TOL PASURUAN - PROBOLINGGO,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3275.018,SPKLU Rest Area KM 6 Jakarta - Cikampek,Delta,CCS2,available,Beroperasi,2,10000
01.POSO.00.3216.014,SPKLU REST AREA KM 39 A RUAS JAKARTA - CIKAMPEK,ABB,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3576.001,SPKLU PLN UP3 MOJOKERTO,Proteksindo AC-22,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5103.014,SPKLU KEMPINSKI,SC 01,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3603.005,SPKLU Supermall Karawaci,Delta,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3513.003,SPKLU REST AREA  KM 819 B RUAS TOL PASURUAN - PROBOLINGGO,ABB Terra 50,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3215.008,SPKLU REST AREA KM 42 B RUAS JAKARTA - CIKAMPEK,PROTEKSINDO,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.1904.003,SPKLU PLN UIW Bangka Belitung,Delta,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.1902.003,SPKLU UP3 BELITUNG,Delta,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.3209.016,SPKLU REST AREA KM 229 B RUAS KANCI - PEJAGAN,ABB,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.1902.004,SPKLU PLN KANTOR JAGA BADAU,Sino,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1903.002,SPKLU PLN KANTOR JAGA PAYUNG,Sino,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.PPOO.00.3374.011,SPKLU Queen City Mall,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3318.001,SPKLU PLN ULP PATI,Phihong,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6307.002,SPKLU PLN ULP AMUNTAI,Proteksindo,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3214.008,SPKLU REST AREA KM 72 B RUAS CIKAMPEK - PADALARANG,AUTEL MAXI,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3402.003,SPKLU PLN ULP BANTUL,Proteksindo,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.5103.024,SPKLU Bank Mandiri Nusadua,PHIHONG AC Wall Mount,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.6471.004,SPKLU PLN Nusa Daya,Proteksindo,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3515.004,SPKLU PLN UP3 SURABAYA BARAT,Proteksindo DC EVDX-60,CCS2,,Beroperasi,2,2466.78
01.POSO.00.3371.003,SPKLU PLN UP3 MAGELANG,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3578.017,SPKLU PLN UID JAWA TIMUR,Delta - AC Mini Plus,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3311.002,SPKLU PLN UP3 SUKOHARJO,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3502.001,SPKLU PLN UP3 PONOROGO,Proteksindo AC-22,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.7311.001,SPKLU PLN ULP BARRU,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3515.004,SPKLU PLN UP3 SURABAYA BARAT,Proteksindo DC EVDX-60,AC (Tipe 2),available,Beroperasi,3,2466.78
01.POSO.00.1209.001,SPKLU PLN ULP KISARAN,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3374.012,SPKLU Queen City Mall,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3372.002,SPKLU PLN ULP SURAKARTA KOTA,Proteksindo,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3301.003,SPKLU PLN ULP KROYA,Phihong,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3214.016,SPKLU REST AREA KM 88 B RUAS CIPULARANG,DELTA,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3214.017,SPKLU REST AREA KM 88 B RUAS CIPULARANG,PROTEKSINDO,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.5301.001,SPKLU PLN ULP OESAO,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3322.007,SPKLU REST AREA KM 456 A Tol Semarang - Solo,Altro,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.6472.003,SPKLU EVC Merak Square Samarinda,Phihong,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.1206.002,SPKLU HOTEL SIBAYAK BERASTAGI,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3402.003,SPKLU PLN ULP BANTUL,Proteksindo,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3515.004,SPKLU PLN UP3 SURABAYA BARAT,Proteksindo DC EVDX-60,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3213.005,SPKLU REST AREA KM 102 A Tol Cikampek-Palimanan,ABB,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1272.002,SPKLU PLN ULP PEMATANGSIANTAR,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3175.014,SPKLU PLN UP3 KRAMAT JATI,Schneider,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3172.016,SPKLU PLN UP3 MARUNDA,Autel,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3302.003,SPKLU PLN UP3 PURWOKERTO,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
04.ROSO.00.3174.022,SPKLU Arkadia Green Park,IOC Charger,AC (Tipe 2),charging,Beroperasi,1,
01.POSO.00.3578.016,SPKLU PLN UID JAWA TIMUR,Delta - AC Mini Plus,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3214.007,SPKLU REST AREA KM 72 B RUAS CIKAMPEK - PADALARANG,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.7471.003,SPKLU PLN ULP Wua Wua,DELTA,CHAdeMO,finishing,Beroperasi,1,2466.78
01.POSO.00.3215.014,SPKLU REST AREA KM 62 B RUAS JAKARTA - CIKAMPEK,ABB,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.7471.003,SPKLU PLN ULP Wua Wua,DELTA,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3512.006,SPKLU REST AREA UTAMA RAYA SITUBONDO,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3171.029,SPKLU PT Asuransi Ramayana Tbk (Claim Center),Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3374.013,SPKLU Queen City Mall,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3402.003,SPKLU PLN ULP BANTUL,Proteksindo,AC (Tipe 2),available,Beroperasi,3,2466.78
01.POSO.00.1812.002,SPKLU Rest Area KM 172-B Tulang Bawang Barat,Delta DC City Charger,AC (Tipe 2),available,Beroperasi,3,2466.78
01.POSO.00.3321.002,SPKLU PDKB PLN UP3 DEMAK,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1371.001,SPKLU PLN ULP BELANTI,Phihong,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3322.007,SPKLU REST AREA KM 456 A Tol Semarang - Solo,Altro,AC (Tipe 2),available,Beroperasi,3,2466.78
01.POSO.00.1206.003,SPKLU PLN ULP KABANJAHE,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1205.002,SPKLU PLN ULP PANGKALAN BRANDAN,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3315.002,SPKLU PLN UP3 GROBOGAN,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3374.015,SPKLU PLN UP3 Semarang,Fastroom AC,AC (Tipe 2),,Beroperasi,2,2466.78
01.POSO.00.3273.012,SPKLU PLN ICON HUB (BRAGA HERITAGE),DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1402.005,SPKLU PLN ULP AIR MOLEK,SINO CS ENERGY,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3603.008,SPKLU Mall Ciputra Tangerang,Proteksindo,AC (Tipe 2),charging,Beroperasi,3,2466.78
01.POSO.00.1401.006,SPKLU PLN ULP BANGKINANG,SINO CS ENERGY,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.3603.006,SPKLU PLN UP3 CIKUPA,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3171.030,SPKLU PT Asuransi Ramayana Tbk (Claim Center),Delta,CCS2,finishing,Beroperasi,1,2466.78
01.PPOO.00.3172.014,SPKLU PT Indomobil Trada Nasional,Delta,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.3175.012,SPKLU PLN UP3 KRAMAT JATI,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3171.031,SPKLU Istana Negara,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3673.006,SPKLU REST AREA 68A,Signet,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3673.001,SPKLU Kawasan Pusat Pemerintahan Provinsi Banten (KP3B),Chargecore,CCS2,available,Beroperasi,1,2466.78
01.PPOO.00.3374.010,SPKLU HINO SEMARANG,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3671.012,SPKLU PLN UID Banten,Delta,AC (Tipe 2),charging,Beroperasi,3,2466.78
01.PPOO.00.3314.010,SPKLU REST AREA KM 538 A Tol Solo-Ngawi,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5304.001,SPKLU AMIBELE ATAMBUA,Delta,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3273.013,SPKLU PLN ICON HUB (BRAGA HERITAGE),DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3673.001,SPKLU Kawasan Pusat Pemerintahan Provinsi Banten (KP3B),Chargecore,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.1311.001,SPKLU PLN ULP MUARA LABUH,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.6409.001,SPKLU PLN IKN 1,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3518.001,SPKLU PLN ULP KERTOSONO,Autel MaxiCharger AC Wallbox,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3175.017,SPKLU PLN UP3 CIRACAS,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3671.012,SPKLU PLN UID Banten,Delta,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3673.006,SPKLU REST AREA 68A,Signet,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3672.002,SPKLU PELABUHAN MERAK,Proteksindo,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.3673.005,SPKLU REST AREA 68A,Phihong,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3275.010,SPKLU PLN ULP BEKASI KOTA,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3673.005,SPKLU REST AREA 68A,Phihong,CCS2,,Beroperasi,1,2466.78
01.POSO.00.3603.008,SPKLU Mall Ciputra Tangerang,Proteksindo,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3603.012,SPKLU REST AREA 43 MERAK,Phihong,CCS2,,Beroperasi,1,2466.78
01.POSO.00.3603.003,SPKLU AEON,Delta,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3175.026,SPKLU PT PLN Icon Plus Cawang,Phihong,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6409.002,SPKLU PLN IKN 1,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3603.010,SPKLU REST AREA 43 MERAK,ABB,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3671.014,SPKLU Apartemen Aeropolis,Delta,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3673.003,SPKLU ULP CIKANDE,Signet,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3673.004,SPKLU REST AREA 68A,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3603.012,SPKLU REST AREA 43 MERAK,Phihong,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3673.001,SPKLU Kawasan Pusat Pemerintahan Provinsi Banten (KP3B),Chargecore,AC (Tipe 2),charging,Beroperasi,3,2466.78
01.POSO.00.6309.001,SPKLU PLN ULP TANJUNG,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3673.003,SPKLU ULP CIKANDE,Signet,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3671.014,SPKLU Apartemen Aeropolis,Delta,CHAdeMO,charging,Beroperasi,2,2466.78
01.POSO.00.1401.005,SPKLU PLN UP3 BANGKINANG,SINO CS ENERGY,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3603.010,SPKLU REST AREA 43 MERAK,ABB,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3401.002,SPKLU PLN ULP WATES,Signet,CCS2,charging,Beroperasi,1,2466.78
01.POSO.00.6472.003,SPKLU EVC Merak Square Samarinda,Phihong,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.1902.002,SPKLU PLN ULP TANJUNGPANDAN,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3602.001,SPKLU Alun-Alun Rangkasbitung,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1376.003,SPKLU PONGEK OR,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.6409.003,SPKLU PLN IKN 1,Delta,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.6471.005,SPKLU DITLANTAS KALTIM,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3172.015,SPKLU PLN UP3 MARUNDA,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5304.001,SPKLU AMIBELE ATAMBUA,Delta,AC (Tipe 2),available,Beroperasi,3,2466.78
01.POSO.00.3171.032,SPKLU Istana Negara,Delta,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.3603.021,SPKLU HVT Hotel Qubika Serpong,Phihong,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3603.020,SPKLU Rest Area KM 45 Tol Merak - Tangerang,Delta,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3671.019,SPKLU Hotel Narita Tangerang,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3674.024,SPKLU PLN UP3 SERPONG,Phihong,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3603.018,SPKLU Jaya Imperial Park,Phihong,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3603.016,SPKLU POLRESTA TANGERANG,Proteksindo,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.3603.019,SPKLU Rest Area KM 45 Tol Merak - Tangerang,ABB,CCS2,,Beroperasi,1,2466.78
01.POSO.00.3603.019,SPKLU Rest Area KM 45 Tol Merak - Tangerang,ABB,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.3673.007,SPKLU REST AREA KM 68 B Tol Merak - Tangerang,Phihong,CCS2,,Beroperasi,1,2466.78
01.POSO.00.3603.014,SPKLU PLN UP3 TELUKNAGA,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3671.018,SPKLU Duta Indah Residence,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3671.022,SPKLU SPBU KEBON NANAS,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3602.002,SPKLU PLN UP3 BANTEN SELATAN,Delta,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.7471.004,SPKLU PLN ULP Wua Wua,PHIHONG,CCS2,available,Beroperasi,2,2466.78
01.PPOO.00.3671.024,SPKLU T3 Bandara Soekarno Hatta,Optima,CCS2,,Beroperasi,1,2466.78
01.PPOO.00.3671.024,SPKLU T3 Bandara Soekarno Hatta,Optima,CHAdeMO,,Beroperasi,2,2466.78
01.PPOO.00.3314.002,Rest Area KM 519 A Ruas Solo-Ngawi,Delta,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3273.008,SPKLU BALAI KOTA BANDUNG,DELTA,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.5171.044,SPKLU DITLANTAS POLDA BALI,PHIHONG,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3671.023,SPKLU SPBU KEBON NANAS,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3521.001,SPKLU Rest Area KM 575 B Tol Solo-Ngawi,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3602.003,SPKLU PLN ULP RANGKASBITUNG,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3175.016,SPKLU PLN UP3 CIRACAS,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
